ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
081112.340.000000,Гранит,30,распиленный,450000000.00,15000000.000000000000,a0dc072a-ee2a-4899-a576-d52e605b7e62
281321.900.000001,Воздуходувка,9,электрическая,449450667.00,49938963.000000000000,6e8ffaf7-32b6-4f25-824d-39dd2ff4676c
222121.530.010104,Труба для газопроводов,18,"полиэтиленовая, диаметр 451-500 мм",449308944.00,24961608.000000000000,fe64a43d-37a1-40a8-94fe-0e0e5f18ac71
141932.350.000025,Костюм,38,"универсальный, медицинский, одноразовый",449095200.00,11818294.736842105263,c1a9e7a8-a662-4e14-ba7d-e148e15b1601
152032.920.000062,Сапоги,71,"для защиты от повышенных температур, мужские, из комбинированного материала, неутепленные",448899891.40,6322533.681690140845,2bdf1355-a1f6-4d67-a207-998a5171d466
254012.900.000002,Дубинка,88,"для охраны, резиновая",448787482.00,5099857.750000000000,051bed77-0ce3-4d8e-8ad2-5bed7a5ca832
293220.990.000020,Кабина,23,для грузового автомобиля,448385000.00,19495000.000000000000,02f36d41-7502-435b-b5d5-60ce94c237f3
325013.170.000007,Набор инструментов,52,"для трансплантации, микрохирургический",448358000.00,8622269.230769230769,00d668a8-39f9-4a64-a389-38bdef814ab2
62.01.29.000.000.00.0796.000000000000,Программное обеспечение,68,оригинал программного обеспечения (кроме услуг по разработке программных обеспечении по заказу),446482338.80,6565916.747058823529,
235112.300.000023,Портландцемент,4,"с минеральными добавками, марка ПЦ 400-Д20 (М 400-Д20)",446320000.00,111580000.000000000000,a4ec998b-8ae6-4ed9-be4d-b459d7f43aa7
108313.300.000002,Чай,13,"черный, гранулированный, ароматизированный",446119673.15,34316897.934615384615,83238101-4633-41a7-b8be-c21336697808
265153.100.000021,Газоанализатор,38,для определения концентрации пропана в воздухе,444980000.00,11710000.000000000000,dc2c5473-a971-41a2-8886-274419ffb592
201653.550.000000,Полиакриламид,6,порошок,444944000.00,74157333.333333333333,59e54a56-d224-4299-95cf-6831e9faa8d1
259929.190.000065,Металлоконструкции (для строительство линии электропередач),19,Металлоконструкции (для строительство линии электропередач),444877400.00,23414600.000000000000,e155ac9a-5d4a-44d8-b435-2d8437986a0d
282411.900.000000,Фен,26,"для отогревания трубопроводов, нагревания деталей, промышленный, электрический",444809280.00,17108049.230769230769,12a76249-dcf4-44d6-9761-2467711b51ed
205952.100.000296,Набор реагентов,69,для проведения электрофореза ДНК в агарозном геле,444757650.00,6445763.043478260870,0148c883-8f55-425e-9856-a25f7c4fc255
205952.100.000070,Тест-система,93,для иммуноферментного выявления антител к treponema pallidum,444686000.00,4781569.892473118280,0148c883-8f55-425e-9856-a25f7c4fc255
293230.990.000198,Комплект ремонтный,30,"для грузового автомобиля, бензонасоса",444361820.00,14812060.666666666667,28445b64-ed77-4639-b001-52ffeaa2b7e1
201464.900.000007,Полимераза,79,"фермент, для увеличения концентрации ДНК",443551344.00,5614573.974683544304,75c0a4e3-bdfd-455a-8a7d-02718d93f0cc
172314.500.000000,Бумага для офисного оборудования,78,формат А2,443273400.00,5682992.307692307692,b4c3c288-2185-43dd-9fd0-ec1b8e7f5fad
241071.000.000152,Металлопрокат,21,Двутавры горячекатаные с параллельными гранями полок ,442978515.00,21094215.000000000000,4ad1617c-8a24-488a-91dc-fdaec5db6653
221940.300.000000,Приобретение запасных частей для зернового тока,127,Приобретение запасных частей для зернового тока,442887433.00,3487302.622047244094,65e94d2b-a6ab-43ea-add5-95d16bfdd301
263060.000.000045,Кнопка,85,"тревожной сигнализации, с фиксацией",442040000.00,5200470.588235294118,caeff471-f315-40d6-ba8c-7805c3a55e88
289222.000.000000,Автогрейдер,15,"тип полутяжелый, мощность 161-200 л.с",441550000.00,29436666.666666666667,e140ad71-6f6c-4188-a04d-c5e9ecda404f
271231.900.000034,Шкаф релейной защиты и автоматики,24,"номинальное напряжение переменного тока 220 В, номинальное напряжение оперативного постоянного тока 250 В",440402832.00,18350118.000000000000,152a5c1d-f1f7-4685-accb-ff289990b370
262040.000.000130,Блок питания,118,для компьютера,440352082.00,3731797.305084745763,1e2fdb31-354a-434c-bcb8-a2510675d5f4
281314.900.000004,Станция насосная,41,"канализационная, мощность 90 кВт, подача максимальная 20 м3/ч",439514660.80,10719869.775609756098,01f23b77-c6f6-4cf7-8ff2-dc79389a12d9
329119.300.000000,Кисть,67,малярная,439193040.80,6555120.011940298507,910e7fcd-c3a7-4547-9547-5e8e971b98e0
282111.300.000001,Горелка,75,"на жидком топливе, мощность менее 70-1200 кВт",439136000.00,5855146.666666666667,ac53b485-9f4d-4cbd-bd81-e61e611107a3
012427.000.000000,Слива,42,"свежая, сорт 1",438313018.79,10436024.256904761905,
281131.000.000045,Пружина,22,для паровой турбины,437555536.00,19888888.000000000000,848a043d-df3b-498d-8e02-8ed5a089256c
242013.900.001293,Труба электросварная,10,"стальная, диаметр 159 мм, толщина стенки 5 мм",436985103.10,43698510.310000000000,4f5d4a93-1685-4f49-835e-618a22bdcab6
231412.900.000054,Кисть,25,"из стекловолокна, термостойкая",436783525.00,17471341.000000000000,a709aab0-26ca-4ab4-a72f-021b0e6d78d4
273313.900.000040,Контроллер,37,для ангиографа,435735000.00,11776621.621621621622,22b90c0f-f83b-4a5e-90c8-6fb6948196de
265153.900.000066,Иономер,139,лабораторный,435686250.00,3134433.453237410072,3cf74de0-42df-4c76-830d-410eb3dc85b3
172313.190.000004,Билет,40,бумажный,435333453.16,10883336.329000000000,d1df79e8-d543-494d-82c8-1a1215405657
265131.500.000016,Весы,242,лабораторные,434432279.72,1795174.709586776860,4f1b8172-9f38-4f5d-93e1-98503f4de221
103212.100.000000,Сок,25,"апельсиновый, свежеотжатый",432860716.30,17314428.652000000000,41f9c54c-8180-4b33-8924-9d8c2c9d86c1
107111.300.000001,Хлеб,85,ржано-пшеничный,432515545.52,5088418.182588235294,b13a3733-577a-44ca-b2c5-71b41501070d
231923.300.000136,Кювета,29,"из стекла, размер 1-50 мм",432106911.00,14900238.310344827586,952020ab-93be-4b66-984e-735a85321f9b
281314.900.000073,Насос,71,"для химически активных и агрессивных жидкостей, с колесом двухстороннего входа, подача 300-2200 м3/ч",431685570.00,6080078.450704225352,01f23b77-c6f6-4cf7-8ff2-dc79389a12d9
108222.330.000003,"Государственные закупки для КГУ ""Туркестанский региональный детский центр оказания специальных социальных услуг"" управления координации занятости и социальных программ Туркестанской области"" способом открытого конкурса/",73,"Государственные закупки для КГУ ""Туркестанский региональный детский центр оказания специальных социальных услуг"" управления координации занятости и социальных программ Туркестанской области"" способом открытого конкурса/",431682166.06,5913454.329589041096,a97b1054-613d-447d-87d4-41745a1cd32c
271142.530.000064,Трансформатор тока,5,"газонаполненный, номинальное напряжение 110 кВ, номинальный первичный ток 3000 А",431250000.00,86250000.000000000000,65ecf0b6-e143-4d19-a5c4-843df2ebab07
282911.300.000007,Генератор,19,влажного газа,431200000.00,22694736.842105263158,625ba926-1bc4-4bf3-b9ea-98137a30b8fc
325022.900.000004,Протез,65,корнь аорты,431073000.00,6631892.307692307692,ad9b705f-cebb-48f0-98c6-de2aa55ae1b1
236120.900.000966,Лоток,43,"марка ЛВ, железобетонный, водоотводный",429802200.00,9995400.000000000000,54138981-46a8-4fe3-8de4-e9e97de3ed34
262016.970.000017,Конвертор видеосигналов,166,SDI в HDMI,429790000.00,2589096.385542168675,63f35272-863c-431b-ab2d-caa9ec3f4b90
259911.271.000000,Ванна,329,"эмалированная, стальная",429203450.00,1304569.756838905775,3962925a-9f61-44a4-95dc-e717a0d7c52b
283031.500.000011,Плуг,37,"плантажный, с усиленной рамой и черенковым ножом",429200000.00,11600000.000000000000,5029aa74-02a3-458b-9625-ed4fc3dfa010
222929.900.000089,Пробоотборник,28,для отбора проб воздуха,429005864.00,15321638.000000000000,d8b91acf-d3c5-45dc-99f4-fc9541449adf
264042.700.000004,Наушники,47,мониторный,428924000.00,9126042.553191489362,c9cd2d43-d56f-449f-824e-1cf519c2eecb
141912.940.000001,Трико,138,"мужское, из трикотажа",428843826.00,3107563.956521739130,b627050f-7b65-43cb-8b2c-ed0e6068d14b
139311.000.000016,Дорожка,32,"узелковая, ворсовая, из шерстяной пряжи, машинного производства",428544000.00,13392000.000000000000,8803d00b-5332-40ab-9ad1-4c59c35371a8
325013.200.000007,Лупа,24,электронная,426720000.00,17780000.000000000000,f653c53a-704d-4650-9ad6-973b9df731ca
